mse_id,udyam_number,enterprise_name,owner_name,owner_gender,is_women_owned,enterprise_type,major_activity,state,district,tier,social_category,nic_2digit,nic_5digit,nic_description,sector,category_l1,language_preference,turnover_lakh,investment_lakh,products_services,registration_month,registered,catalog_created,snp_matched,live,first_order
MSE04302,UDYAM-UP-02-0004302,Kanpur Nagar Enterprise 4302,Owner 4302,Female,1,Micro,Manufacturing,Uttar Pradesh,Kanpur Nagar,2,OBC,31,31001,Manufacture of furniture,others,Home & Kitchen,hi,14.72,26.11,Kitchen Organizer|Wooden Chair,4,1,1,0,0,0
MSE04303,UDYAM-MH-02-0004303,Pune Enterprise 4303,Owner 4303,Female,1,Small,Manufacturing,Maharashtra,Pune,1,General,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,mr,975.09,138.43,Papier-mache Decor|Brass Lamp|Terracotta Pot,4,1,0,0,0,0
MSE04304,UDYAM-UK-02-0004304,Haridwar Enterprise 4304,Owner 4304,Female,1,Small,Manufacturing,Uttarakhand,Haridwar,3,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,935.38,87.82,Papad|Ready-to-Eat Snacks|Mango Pickle,4,1,0,0,0,0
MSE04305,UDYAM-UP-01-0004305,Lucknow Enterprise 4305,Owner 4305,Male,0,Small,Manufacturing,Uttar Pradesh,Lucknow,1,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,873.36,174.46,Masala Mix|Papad|Mango Pickle,5,1,1,1,1,1
MSE04306,UDYAM-JK-02-0004306,Jammu Enterprise 4306,Owner 4306,Female,1,Micro,Manufacturing,Jammu & Kashmir,Jammu,3,SC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,en,33.36,14.56,Papad|Mango Pickle,1,1,1,1,0,0
MSE04307,UDYAM-GA-02-0004307,South Goa Enterprise 4307,Owner 4307,Female,1,Micro,Manufacturing,Goa,South Goa,3,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,27.94,3.32,Mango Pickle|Papad|Ready-to-Eat Snacks,1,1,0,0,0,0
MSE04308,UDYAM-TN-01-0004308,Chennai Enterprise 4308,Owner 4308,Female,1,Micro,Manufacturing,Tamil Nadu,Chennai,1,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,ta,80.7,26.41,Ready-to-Eat Snacks|Papad|Masala Mix,4,1,1,1,1,1
MSE04309,UDYAM-RJ-01-0004309,Jaipur Enterprise 4309,Owner 4309,Female,1,Micro,Manufacturing,Rajasthan,Jaipur,1,ST,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,60.61,11.38,Masala Mix,3,1,1,1,1,1
MSE04310,UDYAM-GA-03-0004310,Mormugao Enterprise 4310,Owner 4310,Female,1,Micro,Manufacturing,Goa,Mormugao,3,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,en,31.28,7.18,Ready-to-Eat Snacks|Masala Mix,6,1,1,1,1,0
MSE04311,UDYAM-RJ-02-0004311,Jodhpur Enterprise 4311,Owner 4311,Female,1,Micro,Manufacturing,Rajasthan,Jodhpur,2,General,31,31001,Manufacture of furniture,others,Home & Kitchen,hi,74.34,43.56,Decorative Shelf,5,1,1,0,0,0
MSE04312,UDYAM-WB-03-0004312,Siliguri Enterprise 4312,Owner 4312,Female,1,Micro,Manufacturing,West Bengal,Siliguri,3,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,32.27,4.75,Masala Mix|Papad|Mango Pickle,6,1,1,1,1,1
MSE04313,UDYAM-UP-02-0004313,Kanpur Nagar Enterprise 4313,Owner 4313,Female,1,Micro,Manufacturing,Uttar Pradesh,Kanpur Nagar,2,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,46.69,32.42,Masala Mix|Mango Pickle|Ready-to-Eat Snacks,5,1,1,1,1,1
MSE04314,UDYAM-KA-02-0004314,Mysuru Enterprise 4314,Owner 4314,Female,1,Micro,Manufacturing,Karnataka,Mysuru,2,General,26,26101,Manufacture of electronic components,electronics,Electronics,kn,14.38,20.44,Power Adapter|Earphones|LED Bulb,2,1,0,0,0,0
MSE04315,UDYAM-TR-01-0004315,West Tripura Enterprise 4315,Owner 4315,Female,1,Micro,Manufacturing,Tripura,West Tripura,3,ST,01,01300,Crop and animal production,agriculture,Agriculture,hi,30.72,15.35,Vegetable Seeds|Compost|Organic Fertilizer,3,1,1,1,0,0
MSE04316,UDYAM-CT-01-0004316,Raipur Enterprise 4316,Owner 4316,Male,0,Micro,Manufacturing,Chhattisgarh,Raipur,2,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,83.03,2.1,Papad|Ready-to-Eat Snacks,3,1,1,1,1,1
MSE04317,UDYAM-KL-03-0004317,Thiruvananthapuram Enterprise 4317,Owner 4317,Male,0,Micro,Services,Kerala,Thiruvananthapuram,3,OBC,62,62011,"Writing, modifying, testing of computer programs",services,Services,ml,57.06,12.84,Digital Marketing,1,1,0,0,0,0
MSE04318,UDYAM-TN-03-0004318,Madurai Enterprise 4318,Owner 4318,Other,0,Micro,Manufacturing,Tamil Nadu,Madurai,2,OBC,01,01300,Crop and animal production,agriculture,Agriculture,en,43.91,14.98,Herbal Saplings|Organic Fertilizer,6,1,1,1,1,0
MSE04319,UDYAM-PB-01-0004319,Ludhiana Enterprise 4319,Owner 4319,Male,0,Micro,Manufacturing,Punjab,Ludhiana,2,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,pa,91.99,28.0,Papad,6,1,1,1,0,0
MSE04320,UDYAM-WB-03-0004320,Siliguri Enterprise 4320,Owner 4320,Other,0,Small,Manufacturing,West Bengal,Siliguri,3,OBC,31,31001,Manufacture of furniture,others,Home & Kitchen,bn,793.1,323.25,Decorative Shelf,6,1,1,1,0,0
MSE04321,UDYAM-UP-02-0004321,Kanpur Nagar Enterprise 4321,Owner 4321,Female,1,Micro,Manufacturing,Uttar Pradesh,Kanpur Nagar,2,OBC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,32.34,8.37,Papad,5,1,1,1,0,0
MSE04322,UDYAM-UP-02-0004322,Kanpur Nagar Enterprise 4322,Owner 4322,Female,1,Micro,Services,Uttar Pradesh,Kanpur Nagar,2,OBC,62,62011,"Writing, modifying, testing of computer programs",services,Services,hi,78.47,17.47,Catalog Design|IT Support,4,1,1,1,0,0
MSE04323,UDYAM-HP-03-0004323,Mandi Enterprise 4323,Owner 4323,Female,1,Micro,Manufacturing,Himachal Pradesh,Mandi,3,OBC,31,31001,Manufacture of furniture,others,Home & Kitchen,hi,76.14,42.09,Storage Rack|Kitchen Organizer|Decorative Shelf,5,1,1,0,0,0
MSE04324,UDYAM-TN-02-0004324,Coimbatore Enterprise 4324,Owner 4324,Female,1,Small,Manufacturing,Tamil Nadu,Coimbatore,1,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,en,467.39,208.25,Masala Mix,5,1,1,1,1,0
MSE04325,UDYAM-MZ-02-0004325,Lunglei Enterprise 4325,Owner 4325,Female,1,Micro,Manufacturing,Mizoram,Lunglei,3,SC,20,20232,Manufacture of perfumes and toilet preparations,health_beauty,Beauty & Personal Care,en,17.37,26.52,Herbal Face Pack,4,1,1,1,0,0
MSE04326,UDYAM-KL-03-0004326,Thiruvananthapuram Enterprise 4326,Owner 4326,Female,1,Small,Manufacturing,Kerala,Thiruvananthapuram,3,ST,31,31001,Manufacture of furniture,others,Home & Kitchen,en,581.95,208.83,Wooden Chair|Decorative Shelf|Storage Rack,6,1,1,1,1,1
MSE04327,UDYAM-TS-01-0004327,Hyderabad Enterprise 4327,Owner 4327,Female,1,Micro,Manufacturing,Telangana,Hyderabad,1,General,20,20232,Manufacture of perfumes and toilet preparations,health_beauty,Beauty & Personal Care,en,73.08,33.05,Essential Oil|Ayurvedic Balm|Herbal Face Pack,5,1,1,1,1,1
MSE04328,UDYAM-KL-03-0004328,Thiruvananthapuram Enterprise 4328,Owner 4328,Male,0,Micro,Manufacturing,Kerala,Thiruvananthapuram,3,SC,31,31001,Manufacture of furniture,others,Home & Kitchen,ml,73.74,34.84,Wooden Chair|Storage Rack,6,1,1,1,1,1
MSE04329,UDYAM-UP-03-0004329,Varanasi Enterprise 4329,Owner 4329,Male,0,Micro,Manufacturing,Uttar Pradesh,Varanasi,3,OBC,20,20232,Manufacture of perfumes and toilet preparations,health_beauty,Beauty & Personal Care,hi,16.56,39.77,Herbal Face Pack|Natural Soap|Essential Oil,4,1,1,1,1,0
MSE04330,UDYAM-UP-01-0004330,Lucknow Enterprise 4330,Owner 4330,Female,1,Micro,Manufacturing,Uttar Pradesh,Lucknow,1,OBC,31,31001,Manufacture of furniture,others,Home & Kitchen,hi,87.6,16.86,Storage Rack|Wooden Chair|Kitchen Organizer,3,1,1,1,1,1
MSE04331,UDYAM-AS-03-0004331,Silchar Enterprise 4331,Owner 4331,Other,0,Small,Manufacturing,Assam,Silchar,3,SC,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,hi,512.54,321.21,Handloom Dupatta|Cotton Saree,1,1,1,1,1,0
MSE04332,UDYAM-UP-01-0004332,Lucknow Enterprise 4332,Owner 4332,Other,0,Micro,Manufacturing,Uttar Pradesh,Lucknow,1,OBC,01,01300,Crop and animal production,agriculture,Agriculture,hi,70.05,41.22,Compost,5,1,1,1,0,0
MSE04333,UDYAM-UP-03-0004333,Varanasi Enterprise 4333,Owner 4333,Male,0,Small,Manufacturing,Uttar Pradesh,Varanasi,3,OBC,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,hi,102.49,227.46,Silk Stole|Cotton Saree,3,1,1,0,0,0
MSE04334,UDYAM-WB-01-0004334,Kolkata Enterprise 4334,Owner 4334,Female,1,Micro,Manufacturing,West Bengal,Kolkata,1,SC,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,bn,13.82,8.07,Handloom Dupatta,6,1,1,1,0,0
MSE04335,UDYAM-KA-02-0004335,Mysuru Enterprise 4335,Owner 4335,Male,0,Micro,Manufacturing,Karnataka,Mysuru,2,Minority,01,01300,Crop and animal production,agriculture,Agriculture,en,66.21,36.93,Compost,6,1,1,1,1,0
MSE04336,UDYAM-MH-01-0004336,Mumbai Enterprise 4336,Owner 4336,Female,1,Micro,Manufacturing,Maharashtra,Mumbai,1,OBC,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,en,46.99,9.34,Silk Stole,6,1,1,1,1,1
MSE04337,UDYAM-GJ-03-0004337,Rajkot Enterprise 4337,Owner 4337,Female,1,Small,Manufacturing,Gujarat,Rajkot,3,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,310.75,281.48,Papad,3,1,0,0,0,0
MSE04338,UDYAM-WB-01-0004338,Kolkata Enterprise 4338,Owner 4338,Other,0,Small,Manufacturing,West Bengal,Kolkata,1,SC,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,bn,183.28,55.1,Terracotta Pot|Brass Lamp,2,1,1,0,0,0
MSE04339,UDYAM-UP-01-0004339,Lucknow Enterprise 4339,Owner 4339,Other,0,Micro,Manufacturing,Uttar Pradesh,Lucknow,1,General,31,31001,Manufacture of furniture,others,Home & Kitchen,hi,47.71,37.08,Storage Rack|Decorative Shelf,3,1,0,0,0,0
MSE04340,UDYAM-WB-01-0004340,Kolkata Enterprise 4340,Owner 4340,Male,0,Small,Manufacturing,West Bengal,Kolkata,1,OBC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,bn,266.04,125.84,Mango Pickle|Masala Mix|Ready-to-Eat Snacks,3,1,0,0,0,0
MSE04341,UDYAM-RJ-02-0004341,Jodhpur Enterprise 4341,Owner 4341,Male,0,Small,Manufacturing,Rajasthan,Jodhpur,2,Minority,31,31001,Manufacture of furniture,others,Home & Kitchen,hi,110.09,149.47,Decorative Shelf,6,1,1,1,0,0
MSE04342,UDYAM-RJ-01-0004342,Jaipur Enterprise 4342,Owner 4342,Female,1,Micro,Manufacturing,Rajasthan,Jaipur,1,General,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,hi,36.82,38.72,Papier-mache Decor|Wooden Craft,2,1,1,0,0,0
MSE04343,UDYAM-KA-03-0004343,Belagavi Enterprise 4343,Owner 4343,Female,1,Micro,Manufacturing,Karnataka,Belagavi,3,General,20,20232,Manufacture of perfumes and toilet preparations,health_beauty,Beauty & Personal Care,en,8.99,31.35,Ayurvedic Balm,3,1,0,0,0,0
MSE04344,UDYAM-MH-01-0004344,Mumbai Enterprise 4344,Owner 4344,Female,1,Micro,Manufacturing,Maharashtra,Mumbai,1,General,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,mr,87.88,4.96,Terracotta Pot,6,1,1,1,1,0
MSE04345,UDYAM-TN-03-0004345,Madurai Enterprise 4345,Owner 4345,Female,1,Micro,Manufacturing,Tamil Nadu,Madurai,2,General,01,01300,Crop and animal production,agriculture,Agriculture,en,11.84,42.04,Herbal Saplings|Organic Fertilizer|Vegetable Seeds,5,1,1,0,0,0
MSE04346,UDYAM-MH-03-0004346,Nagpur Enterprise 4346,Owner 4346,Other,0,Micro,Manufacturing,Maharashtra,Nagpur,2,General,20,20232,Manufacture of perfumes and toilet preparations,health_beauty,Beauty & Personal Care,hi,79.17,14.52,Ayurvedic Balm|Natural Soap|Essential Oil,2,1,1,0,0,0
MSE04347,UDYAM-WB-02-0004347,Howrah Enterprise 4347,Owner 4347,Female,1,Micro,Manufacturing,West Bengal,Howrah,2,OBC,31,31001,Manufacture of furniture,others,Home & Kitchen,hi,65.36,4.65,Kitchen Organizer|Decorative Shelf|Wooden Chair,3,1,1,0,0,0
MSE04348,UDYAM-UP-01-0004348,Lucknow Enterprise 4348,Owner 4348,Male,0,Micro,Manufacturing,Uttar Pradesh,Lucknow,1,OBC,26,26101,Manufacture of electronic components,electronics,Electronics,hi,24.8,41.43,Power Adapter,4,1,0,0,0,0
MSE04349,UDYAM-JH-01-0004349,Ranchi Enterprise 4349,Owner 4349,Female,1,Micro,Manufacturing,Jharkhand,Ranchi,2,ST,31,31001,Manufacture of furniture,others,Home & Kitchen,hi,92.83,37.54,Storage Rack|Kitchen Organizer|Wooden Chair,2,1,1,1,0,0
MSE04350,UDYAM-HR-01-0004350,Gurugram Enterprise 4350,Owner 4350,Male,0,Micro,Manufacturing,Haryana,Gurugram,1,SC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,en,69.27,21.17,Mango Pickle|Papad,6,1,0,0,0,0
MSE04351,UDYAM-MH-01-0004351,Mumbai Enterprise 4351,Owner 4351,Female,1,Micro,Manufacturing,Maharashtra,Mumbai,1,General,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,en,64.28,41.03,Handloom Dupatta,3,1,1,1,1,1
MSE04352,UDYAM-MP-01-0004352,Indore Enterprise 4352,Owner 4352,Female,1,Small,Manufacturing,Madhya Pradesh,Indore,1,OBC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,651.01,142.4,Masala Mix|Mango Pickle|Papad,2,1,1,1,0,0
MSE04353,UDYAM-JK-02-0004353,Jammu Enterprise 4353,Owner 4353,Female,1,Micro,Manufacturing,Jammu & Kashmir,Jammu,3,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,55.93,30.08,Masala Mix,2,1,0,0,0,0
MSE04354,UDYAM-WB-01-0004354,Kolkata Enterprise 4354,Owner 4354,Male,0,Micro,Manufacturing,West Bengal,Kolkata,1,Minority,31,31001,Manufacture of furniture,others,Home & Kitchen,bn,27.29,43.02,Kitchen Organizer|Storage Rack,6,1,0,0,0,0
MSE04355,UDYAM-GJ-01-0004355,Ahmedabad Enterprise 4355,Owner 4355,Female,1,Micro,Manufacturing,Gujarat,Ahmedabad,1,OBC,31,31001,Manufacture of furniture,others,Home & Kitchen,gu,39.76,33.38,Decorative Shelf|Wooden Chair,6,1,1,1,1,1
MSE04356,UDYAM-WB-03-0004356,Siliguri Enterprise 4356,Owner 4356,Other,0,Micro,Manufacturing,West Bengal,Siliguri,3,General,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,hi,75.82,46.83,Cotton Saree,1,1,0,0,0,0
MSE04357,UDYAM-TN-03-0004357,Madurai Enterprise 4357,Owner 4357,Female,1,Small,Manufacturing,Tamil Nadu,Madurai,2,ST,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,en,281.76,54.19,Masala Mix|Papad,4,1,1,1,1,1
MSE04358,UDYAM-TS-03-0004358,Nizamabad Enterprise 4358,Owner 4358,Female,1,Micro,Manufacturing,Telangana,Nizamabad,3,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,en,76.77,13.78,Mango Pickle|Masala Mix|Ready-to-Eat Snacks,3,1,1,1,0,0
MSE04359,UDYAM-UP-01-0004359,Lucknow Enterprise 4359,Owner 4359,Female,1,Small,Manufacturing,Uttar Pradesh,Lucknow,1,General,31,31001,Manufacture of furniture,others,Home & Kitchen,hi,258.98,302.93,Kitchen Organizer|Decorative Shelf,5,1,1,1,0,0
MSE04360,UDYAM-KA-01-0004360,Bengaluru Urban Enterprise 4360,Owner 4360,Male,0,Micro,Manufacturing,Karnataka,Bengaluru Urban,1,ST,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,kn,66.06,13.45,Papad|Masala Mix,6,1,1,1,1,0
MSE04361,UDYAM-WB-03-0004361,Siliguri Enterprise 4361,Owner 4361,Female,1,Micro,Manufacturing,West Bengal,Siliguri,3,General,01,01300,Crop and animal production,agriculture,Agriculture,hi,33.6,38.21,Organic Fertilizer,2,1,0,0,0,0
MSE04362,UDYAM-AS-03-0004362,Silchar Enterprise 4362,Owner 4362,Male,0,Micro,Manufacturing,Assam,Silchar,3,OBC,26,26101,Manufacture of electronic components,electronics,Electronics,hi,84.21,9.85,Power Adapter|LED Bulb|Earphones,5,1,1,0,0,0
MSE04363,UDYAM-TN-01-0004363,Chennai Enterprise 4363,Owner 4363,Male,0,Small,Manufacturing,Tamil Nadu,Chennai,1,OBC,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,en,693.78,315.82,Handloom Dupatta,3,1,1,0,0,0
MSE04364,UDYAM-TN-03-0004364,Madurai Enterprise 4364,Owner 4364,Male,0,Small,Manufacturing,Tamil Nadu,Madurai,2,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,ta,805.0,260.0,Papad|Masala Mix|Mango Pickle,5,1,1,1,1,1
MSE04365,UDYAM-TN-03-0004365,Madurai Enterprise 4365,Owner 4365,Other,0,Micro,Services,Tamil Nadu,Madurai,2,OBC,62,62011,"Writing, modifying, testing of computer programs",services,Services,ta,43.69,42.15,Digital Marketing|IT Support,6,1,1,1,1,0
MSE04366,UDYAM-UP-03-0004366,Varanasi Enterprise 4366,Owner 4366,Other,0,Micro,Manufacturing,Uttar Pradesh,Varanasi,3,OBC,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,hi,83.59,28.79,Kurta Fabric,6,1,1,1,1,1
MSE04367,UDYAM-KA-02-0004367,Mysuru Enterprise 4367,Owner 4367,Female,1,Micro,Manufacturing,Karnataka,Mysuru,2,SC,31,31001,Manufacture of furniture,others,Home & Kitchen,en,46.17,11.6,Kitchen Organizer|Decorative Shelf|Storage Rack,6,1,1,1,1,1
MSE04368,UDYAM-AP-02-0004368,Vijayawada Enterprise 4368,Owner 4368,Female,1,Micro,Services,Andhra Pradesh,Vijayawada,3,SC,62,62011,"Writing, modifying, testing of computer programs",services,Services,en,22.89,3.62,Digital Marketing|Web Development|IT Support,5,1,1,1,1,1
MSE04369,UDYAM-RJ-03-0004369,Udaipur Enterprise 4369,Owner 4369,Female,1,Small,Manufacturing,Rajasthan,Udaipur,3,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,400.15,313.97,Masala Mix|Papad,5,1,1,1,1,1
MSE04370,UDYAM-JK-01-0004370,Srinagar Enterprise 4370,Owner 4370,Male,0,Micro,Manufacturing,Jammu & Kashmir,Srinagar,2,General,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,hi,73.76,8.77,Cotton Saree,6,1,1,0,0,0
MSE04371,UDYAM-AP-03-0004371,Tirupati Enterprise 4371,Owner 4371,Male,0,Micro,Manufacturing,Andhra Pradesh,Tirupati,3,OBC,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,te,73.56,21.19,Cotton Saree|Kurta Fabric,4,1,1,1,0,0
MSE04372,UDYAM-TN-01-0004372,Chennai Enterprise 4372,Owner 4372,Male,0,Micro,Manufacturing,Tamil Nadu,Chennai,1,OBC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,en,73.67,13.43,Mango Pickle|Papad,3,1,1,1,1,0
MSE04373,UDYAM-UP-01-0004373,Lucknow Enterprise 4373,Owner 4373,Male,0,Small,Manufacturing,Uttar Pradesh,Lucknow,1,OBC,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,hi,278.42,199.73,Handloom Dupatta|Silk Stole,4,1,1,1,1,0
MSE04374,UDYAM-KL-03-0004374,Thiruvananthapuram Enterprise 4374,Owner 4374,Male,0,Micro,Manufacturing,Kerala,Thiruvananthapuram,3,OBC,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,en,64.62,35.49,Handloom Dupatta|Kurta Fabric|Cotton Saree,3,1,1,1,1,1
MSE04375,UDYAM-KL-02-0004375,Kozhikode Enterprise 4375,Owner 4375,Male,0,Small,Manufacturing,Kerala,Kozhikode,2,ST,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,ml,439.95,314.47,Cotton Saree,2,1,1,1,0,0
MSE04376,UDYAM-JK-02-0004376,Jammu Enterprise 4376,Owner 4376,Female,1,Micro,Services,Jammu & Kashmir,Jammu,3,General,62,62011,"Writing, modifying, testing of computer programs",services,Services,ur,84.8,40.06,Web Development|Catalog Design|Digital Marketing,2,1,1,0,0,0
MSE04377,UDYAM-MH-02-0004377,Pune Enterprise 4377,Owner 4377,Female,1,Micro,Manufacturing,Maharashtra,Pune,1,SC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,mr,53.15,2.63,Mango Pickle,6,1,1,1,1,0
MSE04378,UDYAM-WB-02-0004378,Howrah Enterprise 4378,Owner 4378,Male,0,Small,Manufacturing,West Bengal,Howrah,2,General,31,31001,Manufacture of furniture,others,Home & Kitchen,bn,337.7,76.88,Kitchen Organizer|Decorative Shelf|Storage Rack,4,1,1,0,0,0
MSE04379,UDYAM-UP-02-0004379,Kanpur Nagar Enterprise 4379,Owner 4379,Female,1,Small,Manufacturing,Uttar Pradesh,Kanpur Nagar,2,SC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,927.87,205.13,Masala Mix,4,1,0,0,0,0
MSE04380,UDYAM-WB-02-0004380,Howrah Enterprise 4380,Owner 4380,Female,1,Micro,Manufacturing,West Bengal,Howrah,2,General,01,01300,Crop and animal production,agriculture,Agriculture,hi,72.62,47.75,Compost|Vegetable Seeds,4,1,1,1,1,1
MSE04381,UDYAM-OD-01-0004381,Khordha Enterprise 4381,Owner 4381,Other,0,Micro,Manufacturing,Odisha,Khordha,3,SC,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,or,29.15,10.02,Terracotta Pot|Wooden Craft|Brass Lamp,6,1,1,1,1,0
MSE04382,UDYAM-RJ-02-0004382,Jodhpur Enterprise 4382,Owner 4382,Male,0,Micro,Services,Rajasthan,Jodhpur,2,General,62,62011,"Writing, modifying, testing of computer programs",services,Services,hi,32.56,40.31,Digital Marketing,5,1,1,1,1,0
MSE04383,UDYAM-OD-02-0004383,Cuttack Enterprise 4383,Owner 4383,Other,0,Micro,Manufacturing,Odisha,Cuttack,2,OBC,26,26101,Manufacture of electronic components,electronics,Electronics,or,76.54,24.74,Power Adapter|Mobile Charger,3,1,1,1,0,0
MSE04384,UDYAM-BR-02-0004384,Gaya Enterprise 4384,Owner 4384,Female,1,Micro,Manufacturing,Bihar,Gaya,3,General,31,31001,Manufacture of furniture,others,Home & Kitchen,hi,8.03,39.7,Decorative Shelf|Wooden Chair|Storage Rack,6,1,1,1,1,0
MSE04385,UDYAM-UP-02-0004385,Kanpur Nagar Enterprise 4385,Owner 4385,Female,1,Micro,Manufacturing,Uttar Pradesh,Kanpur Nagar,2,OBC,31,31001,Manufacture of furniture,others,Home & Kitchen,hi,19.86,7.07,Storage Rack|Wooden Chair,6,1,1,1,1,1
MSE04386,UDYAM-MN-01-0004386,Imphal West Enterprise 4386,Owner 4386,Other,0,Micro,Manufacturing,Manipur,Imphal West,3,ST,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,en,39.66,46.66,Papad|Ready-to-Eat Snacks,5,1,1,1,1,0
MSE04387,UDYAM-UP-02-0004387,Kanpur Nagar Enterprise 4387,Owner 4387,Male,0,Small,Services,Uttar Pradesh,Kanpur Nagar,2,General,62,62011,"Writing, modifying, testing of computer programs",services,Services,hi,146.9,336.41,Web Development,5,1,0,0,0,0
MSE04388,UDYAM-DL-03-0004388,South East Delhi Enterprise 4388,Owner 4388,Male,0,Micro,Manufacturing,Delhi,South East Delhi,3,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,en,93.78,37.97,Mango Pickle,5,1,1,1,1,1
MSE04389,UDYAM-MH-01-0004389,Mumbai Enterprise 4389,Owner 4389,Female,1,Micro,Manufacturing,Maharashtra,Mumbai,1,SC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,79.29,8.72,Mango Pickle|Masala Mix|Ready-to-Eat Snacks,1,1,1,1,1,0
